id,entity,amount,currency,payment_id,created_at,batch_id,receipt,status,speed_requested,speed_processed,acquirer_utr,anomaly_type,duplicate_of_refund_id
rfnd_EH24101308242,refund,542000,INR,pay_EH24100300617,1728831120,,rcpt_00300617,processed,normal,normal,UTR24101300008242,,
rfnd_EH24111108250,refund,386000,INR,pay_EH24103000625,1731335280,,rcpt_03000625,processed,normal,normal,UTR24111100008250,,
rfnd_EH24110108253,refund,717000,INR,pay_EH24102500628,1730470560,,rcpt_02500628,processed,normal,normal,UTR24110100008253,,
rfnd_EH24101208263,refund,117000,INR,pay_EH24100700638,1728744540,,rcpt_00700638,processed,normal,normal,UTR24101200008263,,
rfnd_EH24101108269,refund,2059000,INR,pay_EH24100500644,1728658500,,rcpt_00500644,processed,normal,normal,UTR24101100008269,,
rfnd_EH24102308271,refund,629000,INR,pay_EH24101700646,1729694340,,rcpt_01700646,processed,normal,normal,UTR24102300008271,,
rfnd_EH24101408273,refund,518000,INR,pay_EH24100600648,1728915600,,rcpt_00600648,processed,normal,normal,UTR24101400008273,,
rfnd_EH24103108302,refund,1291000,INR,pay_EH24102000677,1730386380,,rcpt_02000677,processed,normal,normal,UTR24103100008302,,
rfnd_EH24110808340,refund,237000,INR,pay_EH24103000715,1731075480,,rcpt_03000715,processed,normal,normal,UTR24110800008340,,
rfnd_EH24102008348,refund,87000,INR,pay_EH24101200723,1729434420,,rcpt_01200723,processed,normal,normal,UTR24102000008348,,
rfnd_EH24110208349,refund,210000,INR,pay_EH24102100724,1730556900,,rcpt_02100724,processed,normal,normal,UTR24110200008349,,
rfnd_EH24101408359,refund,62000,INR,pay_EH24101100734,1728916020,,rcpt_01100734,processed,normal,normal,UTR24101400008359,,
rfnd_EH24110108372,refund,804000,INR,pay_EH24102600747,1730469900,,rcpt_02600747,processed,normal,normal,UTR24110100008372,,
rfnd_EH24102508373,refund,220000,INR,pay_EH24101700748,1729867920,,rcpt_01700748,processed,normal,normal,UTR24102500008373,,
rfnd_EH24101308390,refund,99000,INR,pay_EH24100200765,1728831540,,rcpt_00200765,processed,normal,normal,UTR24101300008390,,
rfnd_EH24101408404,refund,1049000,INR,pay_EH24101200781,1728915060,,rcpt_01200781,processed,normal,normal,UTR24101400008404,,
rfnd_EH24102908414,refund,441000,INR,pay_EH24102000791,1730211180,,rcpt_02000791,processed,normal,normal,UTR24102900008414,,
rfnd_EH24110108452,refund,319000,INR,pay_EH24102900829,1730472480,,rcpt_02900829,processed,normal,normal,UTR24110100008452,,
rfnd_EH24101808453,refund,259000,INR,pay_EH24100600830,1729263240,,rcpt_00600830,processed,normal,normal,UTR24101800008453,,
rfnd_EH24102108473,refund,174000,INR,pay_EH24101700850,1729521420,,rcpt_01700850,processed,normal,normal,UTR24102100008473,,
rfnd_EH24102508475,refund,107000,INR,pay_EH24102000852,1729865760,,rcpt_02000852,processed,normal,normal,UTR24102500008475,,
rfnd_EH24101308476,refund,133000,INR,pay_EH24100700853,1728829620,,rcpt_00700853,processed,normal,normal,UTR24101300008476,,
rfnd_EH24112208516,refund,263000,INR,pay_EH24111200036,1732287480,,rcpt_11200036,processed,normal,normal,UTR24112200008516,,
rfnd_EH24120208545,refund,1364000,INR,pay_EH24112800066,1733149320,,rcpt_12800066,processed,normal,normal,UTR24120200008545,,
rfnd_EH24111108560,refund,219000,INR,pay_EH24110200081,1731335220,,rcpt_10200081,processed,normal,normal,UTR24111100008560,,
rfnd_EH24111408565,refund,109000,INR,pay_EH24111100086,1731594300,,rcpt_11100086,processed,normal,normal,UTR24111400008565,,
rfnd_EH24110908580,refund,155000,INR,pay_EH24110600101,1731163020,,rcpt_10600101,processed,normal,normal,UTR24110900008580,,
rfnd_EH24120608604,refund,639000,INR,pay_EH24113000125,1733495820,,rcpt_13000125,processed,normal,normal,UTR24120600008604,,
rfnd_EH24120508626,refund,810000,INR,pay_EH24113000147,1733410440,,rcpt_13000147,processed,normal,normal,UTR24120500008626,,
rfnd_EH24112108631,refund,6186000,INR,pay_EH24111300152,1732198440,,rcpt_11300152,processed,normal,normal,UTR24112100008631,,
rfnd_EH24112808640,refund,207000,INR,pay_EH24111800161,1732803960,,rcpt_11800161,processed,normal,normal,UTR24112800008640,,
rfnd_EH24112908650,refund,1184000,INR,pay_EH24112100171,1732888980,,rcpt_12100171,processed,normal,normal,UTR24112900008650,,
rfnd_EH24112008658,refund,715000,INR,pay_EH24110900179,1732111320,,rcpt_10900179,processed,normal,normal,UTR24112000008658,,
rfnd_EH24111708661,refund,138000,INR,pay_EH24111100183,1731853020,,rcpt_11100183,processed,normal,normal,UTR24111700008661,,
rfnd_EH24112708666,refund,98000,INR,pay_EH24112400188,1732718520,,rcpt_12400188,processed,normal,normal,UTR24112700008666,,
rfnd_EH24111808794,refund,309000,INR,pay_EH24110700318,1731940440,,rcpt_10700318,processed,normal,normal,UTR24111800008794,,
rfnd_EH24111908809,refund,460000,INR,pay_EH24111100333,1732026180,,rcpt_11100333,processed,normal,normal,UTR24111900008809,,
rfnd_EH24112008813,refund,411000,INR,pay_EH24111500337,1732113180,,rcpt_11500337,processed,normal,normal,UTR24112000008813,,
rfnd_EH24112108816,refund,119000,INR,pay_EH24111000340,1732198500,,rcpt_11000340,processed,normal,normal,UTR24112100008816,,
rfnd_EH24111008845,refund,590000,INR,pay_EH24110800369,1731248400,,rcpt_10800369,processed,normal,normal,UTR24111000008845,,
rfnd_EH24120308847,refund,271000,INR,pay_EH24112100371,1733236080,,rcpt_12100371,processed,normal,normal,UTR24120300008847,,
rfnd_EH24120108878,refund,174000,INR,pay_EH24112700402,1733064480,,rcpt_12700402,processed,normal,normal,UTR24120100008878,,
rfnd_EH24120408888,refund,391000,INR,pay_EH24112400412,1733323680,,rcpt_12400412,processed,normal,normal,UTR24120400008888,,
rfnd_EH24120208900,refund,477000,INR,pay_EH24112600424,1733148540,,rcpt_12600424,processed,normal,normal,UTR24120200008900,,
rfnd_EH24113008910,refund,460000,INR,pay_EH24112200434,1732978500,,rcpt_12200434,processed,normal,normal,UTR24113000008910,,
rfnd_EH24120308922,refund,423000,INR,pay_EH24112400446,1733235180,,rcpt_12400446,processed,normal,normal,UTR24120300008922,,
rfnd_EH24120408924,refund,875000,INR,pay_EH24112200448,1733323860,,rcpt_12200448,processed,normal,normal,UTR24120400008924,,
rfnd_EH24120308938,refund,53000,INR,pay_EH24112900462,1733237100,,rcpt_12900462,processed,normal,normal,UTR24120300008938,,
rfnd_EH24111908943,refund,1015000,INR,pay_EH24110700467,1732024920,,rcpt_10700467,processed,normal,normal,UTR24111900008943,,
rfnd_EH24111008947,refund,449000,INR,pay_EH24110500471,1731247620,,rcpt_10500471,processed,normal,normal,UTR24111000008947,,
rfnd_EH24113008973,refund,219000,INR,pay_EH24112400497,1732977660,,rcpt_12400497,processed,normal,normal,UTR24113000008973,,
rfnd_EH24120708975,refund,228000,INR,pay_EH24112600499,1733580660,,rcpt_12600499,processed,normal,normal,UTR24120700008975,,
rfnd_EH24120208979,refund,464000,INR,pay_EH24112600503,1733149440,,rcpt_12600503,processed,normal,normal,UTR24120200008979,,
rfnd_EH24111808990,refund,142000,INR,pay_EH24111500514,1731940980,,rcpt_11500514,processed,normal,normal,UTR24111800008990,,
rfnd_EH24111608998,refund,127000,INR,pay_EH24110700522,1731766560,,rcpt_10700522,processed,normal,normal,UTR24111600008998,,
rfnd_EH24112609005,refund,114000,INR,pay_EH24112100529,1732631280,,rcpt_12100529,processed,normal,normal,UTR24112600009005,,
rfnd_EH24111109010,refund,134000,INR,pay_EH24110200534,1731335160,,rcpt_10200534,processed,normal,normal,UTR24111100009010,,
rfnd_EH24120809032,refund,162000,INR,pay_EH24112800557,1733668620,,rcpt_12800557,processed,normal,normal,UTR24120800009032,,
rfnd_EH24110809062,refund,257000,INR,pay_EH24110400587,1731077460,,rcpt_10400587,processed,normal,normal,UTR24110800009062,,
rfnd_EH24111709146,refund,651000,INR,pay_EH24111400671,1731853140,,rcpt_11400671,processed,normal,normal,UTR24111700009146,,
rfnd_EH24111309148,refund,48000,INR,pay_EH24110600673,1731509100,,rcpt_10600673,processed,normal,normal,UTR24111300009148,,
rfnd_EH24111609182,refund,286000,INR,pay_EH24110500707,1731768300,,rcpt_10500707,processed,normal,normal,UTR24111600009182,,
rfnd_EH24112609184,refund,213000,INR,pay_EH24111600709,1732630800,,rcpt_11600709,processed,normal,normal,UTR24112600009184,,
rfnd_EH24110609187,refund,723000,INR,pay_EH24110500712,1730903880,,rcpt_10500712,processed,normal,normal,UTR24110600009187,,
rfnd_EH24110909197,refund,182000,INR,pay_EH24110700722,1731162300,,rcpt_10700722,processed,normal,normal,UTR24110900009197,,
rfnd_EH24112909203,refund,178000,INR,pay_EH24112100728,1732890000,,rcpt_12100728,pending,normal,normal,UTR24112900009203,,
rfnd_EH24111809207,refund,290000,INR,pay_EH24110600732,1731941520,,rcpt_10600732,processed,normal,normal,UTR24111800009207,,
rfnd_EH24112609209,refund,284000,INR,pay_EH24112000734,1732630260,,rcpt_12000734,processed,normal,normal,UTR24112600009209,,
rfnd_EH24120309219,refund,356000,INR,pay_EH24112400744,1733234820,,rcpt_12400744,processed,normal,normal,UTR24120300009219,,
rfnd_EH24112009220,refund,887000,INR,pay_EH24111600745,1732111320,,rcpt_11600745,processed,normal,normal,UTR24112000009220,,
rfnd_EH24112609224,refund,273000,INR,pay_EH24111800749,1732631160,,rcpt_11800749,processed,normal,normal,UTR24112600009224,,
rfnd_EH24112309234,refund,54000,INR,pay_EH24112000759,1732371300,,rcpt_12000759,processed,normal,normal,UTR24112300009234,,
rfnd_EH24120309248,refund,40000,INR,pay_EH24112200774,1733236140,,rcpt_12200774,processed,normal,normal,UTR24120300009248,,
rfnd_EH24112009249,refund,201000,INR,pay_EH24111100775,1732111680,,rcpt_11100775,processed,normal,normal,UTR24112000009249,,
rfnd_EH24112809266,refund,41000,INR,pay_EH24112200793,1732804740,,rcpt_12200793,processed,normal,normal,UTR24112800009266,,
rfnd_EH24112409279,refund,186000,INR,pay_EH24111300806,1732456800,,rcpt_11300806,processed,normal,normal,UTR24112400009279,,
rfnd_EH24111409299,refund,80000,INR,pay_EH24110500826,1731594600,,rcpt_10500826,processed,normal,normal,UTR24111400009299,,
rfnd_EH24120309313,refund,35000,INR,pay_EH24112600840,1733237700,,rcpt_12600840,processed,normal,normal,UTR24120300009313,,
rfnd_EH24120709341,refund,50000,INR,pay_EH24112900869,1733581200,,rcpt_12900869,processed,normal,normal,UTR24120700009341,,
rfnd_EH24120409363,refund,2883000,INR,pay_EH24112400891,1733322000,,rcpt_12400891,processed,normal,normal,UTR24120400009363,,
rfnd_EH24111609395,refund,372000,INR,pay_EH24111500923,1731768120,,rcpt_11500923,processed,normal,normal,UTR24111600009395,,
rfnd_EH25010609432,refund,565000,INR,pay_EH24123100016,1736173680,,rcpt_23100016,processed,normal,normal,UTR25010600009432,,
rfnd_EH25010109433,refund,622000,INR,pay_EH24122500017,1735743240,,rcpt_22500017,processed,normal,normal,UTR25010100009433,,
rfnd_EH24120209483,refund,516000,INR,pay_EH24120100067,1733150100,,rcpt_20100067,processed,normal,normal,UTR24120200009483,,
rfnd_EH24121809519,refund,380000,INR,pay_EH24120900104,1734533820,,rcpt_20900104,processed,normal,normal,UTR24121800009519,,
rfnd_EH24121409541,refund,389000,INR,pay_EH24120900126,1734184980,,rcpt_20900126,processed,normal,normal,UTR24121400009541,,
rfnd_EH24122709543,refund,156000,INR,pay_EH24122100128,1735311180,,rcpt_22100128,processed,normal,normal,UTR24122700009543,,
rfnd_EH24121609545,refund,44000,INR,pay_EH24120400130,1734358860,,rcpt_20400130,processed,normal,normal,UTR24121600009545,,
rfnd_EH24122909602,refund,104000,INR,pay_EH24122800187,1735482360,,rcpt_22800187,processed,normal,normal,UTR24122900009602,,
rfnd_EH24121009649,refund,46000,INR,pay_EH24120200234,1733842080,,rcpt_20200234,processed,normal,normal,UTR24121000009649,,
rfnd_EH24120809659,refund,325000,INR,pay_EH24120600244,1733667060,,rcpt_20600244,processed,normal,normal,UTR24120800009659,,
rfnd_EH24120909709,refund,47000,INR,pay_EH24120400295,1733756280,,rcpt_20400295,processed,normal,normal,UTR24120900009709,,
rfnd_EH24122709718,refund,80000,INR,pay_EH24122400304,1735310280,,rcpt_22400304,processed,normal,normal,UTR24122700009718,,
rfnd_EH24121609723,refund,160000,INR,pay_EH24121200309,1734359220,,rcpt_21200309,processed,normal,normal,UTR24121600009723,,
rfnd_EH24122809727,refund,394000,INR,pay_EH24121700313,1735395480,,rcpt_21700313,processed,normal,normal,UTR24122800009727,,
rfnd_EH24121709731,refund,112000,INR,pay_EH24121600318,1734447420,,rcpt_21600318,processed,normal,normal,UTR24121700009731,,
rfnd_EH24121909742,refund,125000,INR,pay_EH24121600329,1734617220,,rcpt_21600329,processed,normal,normal,UTR24121900009742,,
rfnd_EH24123109775,refund,694000,INR,pay_EH24122200362,1735655640,,rcpt_22200362,processed,normal,normal,UTR24123100009775,,
rfnd_EH24123109814,refund,541000,INR,pay_EH24122000401,1735656240,,rcpt_22000401,processed,normal,normal,UTR24123100009814,,
rfnd_EH24120909830,refund,196000,INR,pay_EH24120500417,1733756220,,rcpt_20500417,processed,normal,normal,UTR24120900009830,,
rfnd_EH24122509831,refund,202000,INR,pay_EH24122400418,1735136760,,rcpt_22400418,processed,normal,normal,UTR24122500009831,,
rfnd_EH24121009846,refund,51000,INR,pay_EH24120300433,1733840220,,rcpt_20300433,processed,normal,normal,UTR24121000009846,,
rfnd_EH24120509892,refund,450000,INR,pay_EH24120200481,1733408400,,rcpt_20200481,processed,normal,normal,UTR24120500009892,,
rfnd_EH25010709904,refund,434000,INR,pay_EH24122700493,1736258940,,rcpt_22700493,processed,normal,normal,UTR25010700009904,,
rfnd_EH24123009906,refund,325000,INR,pay_EH24122700495,1735568700,,rcpt_22700495,processed,normal,normal,UTR24123000009906,,
rfnd_EH24120809915,refund,473000,INR,pay_EH24120400504,1733666820,,rcpt_20400504,processed,normal,normal,UTR24120800009915,,
rfnd_EH24122409924,refund,440000,INR,pay_EH24121700513,1735052040,,rcpt_21700513,processed,normal,normal,UTR24122400009924,,
rfnd_EH24121709925,refund,1307000,INR,pay_EH24121600514,1734446580,,rcpt_21600514,processed,normal,normal,UTR24121700009925,,
rfnd_EH24122909928,refund,111000,INR,pay_EH24122800517,1735483860,,rcpt_22800517,processed,normal,normal,UTR24122900009928,,
rfnd_EH24121109945,refund,194000,INR,pay_EH24120300534,1733928780,,rcpt_20300534,processed,normal,normal,UTR24121100009945,,
rfnd_EH24122309946,refund,124000,INR,pay_EH24121400535,1734963660,,rcpt_21400535,processed,normal,normal,UTR24122300009946,,
rfnd_EH24122509981,refund,1217000,INR,pay_EH24121900570,1735138620,,rcpt_21900570,processed,normal,normal,UTR24122500009981,,
rfnd_EH24121510018,refund,724000,INR,pay_EH24121400608,1734272160,,rcpt_21400608,processed,normal,normal,UTR24121500010018,,
rfnd_EH24122610037,refund,390000,INR,pay_EH24121400627,1735223760,,rcpt_21400627,processed,normal,normal,UTR24122600010037,,
rfnd_EH25010210038,refund,263000,INR,pay_EH24122800628,1735829820,,rcpt_22800628,processed,normal,normal,UTR25010200010038,,
rfnd_EH24122510039,refund,190000,INR,pay_EH24122000629,1735138020,,rcpt_22000629,processed,normal,normal,UTR24122500010039,,
rfnd_EH24121110060,refund,339000,INR,pay_EH24120900651,1733926620,,rcpt_20900651,processed,normal,normal,UTR24121100010060,,
rfnd_EH25010110112,refund,85000,INR,pay_EH24122500703,1735740360,,rcpt_22500703,processed,normal,normal,UTR25010100010112,,
rfnd_EH25010810136,refund,178000,INR,pay_EH24123100727,1736345760,,rcpt_23100727,processed,normal,normal,UTR25010800010136,,
rfnd_EH24121610145,refund,484000,INR,pay_EH24120500736,1734358980,,rcpt_20500736,processed,normal,normal,UTR24121600010145,,
rfnd_EH24121210164,refund,485000,INR,pay_EH24120700755,1734012360,,rcpt_20700755,processed,normal,normal,UTR24121200010164,,
rfnd_EH24120510174,refund,157000,INR,pay_EH24120200766,1733408760,,rcpt_20200766,processed,normal,normal,UTR24120500010174,,
rfnd_EH24122310211,refund,545000,INR,pay_EH24121700803,1734963120,,rcpt_21700803,processed,normal,normal,UTR24122300010211,,
rfnd_EH24122810212,refund,41000,INR,pay_EH24122600804,1735394580,,rcpt_22600804,processed,normal,normal,UTR24122800010212,,
rfnd_EH24122710217,refund,287000,INR,pay_EH24122000809,1735310460,,rcpt_22000809,processed,normal,normal,UTR24122700010217,,
rfnd_EH24123010266,refund,1394000,INR,pay_EH24122600858,1735568220,,rcpt_22600858,processed,normal,normal,UTR24123000010266,,
rfnd_EH25010610277,refund,250000,INR,pay_EH24122900869,1736172720,,rcpt_22900869,processed,normal,normal,UTR25010600010277,,
rfnd_EH24121410281,refund,441000,INR,pay_EH24120200873,1734186360,,rcpt_20200873,processed,normal,normal,UTR24121400010281,,
rfnd_EH24121410293,refund,1517000,INR,pay_EH24120300887,1734187380,,rcpt_20300887,processed,normal,normal,UTR24121400010293,,
rfnd_EH24121610297,refund,157000,INR,pay_EH24121500891,1734360060,,rcpt_21500891,processed,normal,normal,UTR24121600010297,,
rfnd_EH24121710298,refund,6713000,INR,pay_EH24121200892,1734445080,,rcpt_21200892,processed,normal,normal,UTR24121700010298,,
rfnd_EH25010310323,refund,834000,INR,pay_EH24122300918,1735914600,,rcpt_22300918,processed,normal,normal,UTR25010300010323,,
rfnd_EH24120310334,refund,129000,INR,pay_EH24120200929,1733235120,,rcpt_20200929,processed,normal,normal,UTR24120300010334,,
rfnd_EH24122010337,refund,421000,INR,pay_EH24120800932,1734706380,,rcpt_20800932,processed,normal,normal,UTR24122000010337,,
rfnd_EH24123110340,refund,882000,INR,pay_EH24122100935,1735656060,,rcpt_22100935,pending,normal,normal,UTR24123100010340,,
rfnd_EH24121910349,refund,430000,INR,pay_EH24121300944,1734618480,,rcpt_21300944,processed,normal,normal,UTR24121900010349,,
rfnd_EH24122210368,refund,248000,INR,pay_EH24121400963,1734877320,,rcpt_21400963,processed,normal,normal,UTR24122200010368,,
rfnd_EH24123010371,refund,517000,INR,pay_EH24122900966,1735568880,,rcpt_22900966,processed,normal,normal,UTR24123000010371,,
rfnd_EH24122810376,refund,180000,INR,pay_EH24122000972,1735396020,,rcpt_22000972,processed,normal,normal,UTR24122800010376,,
rfnd_EH24121110378,refund,540000,INR,pay_EH24120400974,1733925840,,rcpt_20400974,processed,normal,normal,UTR24121100010378,,
rfnd_EH24120810380,refund,65000,INR,pay_EH24120400976,1733669100,,rcpt_20400976,processed,normal,normal,UTR24120800010380,,
rfnd_EH25010710381,refund,84000,INR,pay_EH24123100977,1736258640,,rcpt_23100977,processed,normal,normal,UTR25010700010381,,
rfnd_EH24122610383,refund,76000,INR,pay_EH24122400979,1735224180,,rcpt_22400979,processed,normal,normal,UTR24122600010383,,
rfnd_EH24121210392,refund,811000,INR,pay_EH24120900988,1734013260,,rcpt_20900988,processed,normal,normal,UTR24121200010392,,
rfnd_EH24122510404,refund,401000,INR,pay_EH24122201000,1735136700,,rcpt_22201000,processed,normal,normal,UTR24122500010404,,
rfnd_EH25010710408,refund,823000,INR,pay_EH24122901004,1736260020,,rcpt_22901004,processed,normal,normal,UTR25010700010408,,
rfnd_EH24120610409,refund,7088000,INR,pay_EH24120101005,1733495160,,rcpt_20101005,processed,normal,normal,UTR24120600010409,,
rfnd_EH25010510433,refund,683000,INR,pay_EH24122901029,1736086260,,rcpt_22901029,processed,normal,normal,UTR25010500010433,,
rfnd_EH25010310446,refund,228000,INR,pay_EH24122201043,1735913820,,rcpt_22201043,processed,normal,normal,UTR25010300010446,,
rfnd_EH25020310484,refund,193000,INR,pay_EH25012300012,1738594140,,rcpt_12300012,processed,normal,normal,UTR25020300010484,,
rfnd_EH25011510490,refund,672000,INR,pay_EH25010700018,1736949780,,rcpt_10700018,processed,normal,normal,UTR25011500010490,,
rfnd_EH25010210503,refund,107000,INR,pay_EH25010100031,1735828740,,rcpt_10100031,processed,normal,normal,UTR25010200010503,,
rfnd_EH25021210530,refund,759000,INR,pay_EH25013100058,1739370480,,rcpt_13100058,processed,normal,normal,UTR25021200010530,,
rfnd_EH25011610533,refund,1032000,INR,pay_EH25010600061,1737037920,,rcpt_10600061,pending,normal,normal,UTR25011600010533,,
rfnd_EH25020610565,refund,1169000,INR,pay_EH25013000093,1738851240,,rcpt_13000093,processed,normal,normal,UTR25020600010565,,
rfnd_EH25013010584,refund,134000,INR,pay_EH25012800112,1738248540,,rcpt_12800112,processed,normal,normal,UTR25013000010584,,
rfnd_EH25011110587,refund,188000,INR,pay_EH25010300115,1736606160,,rcpt_10300115,processed,normal,normal,UTR25011100010587,,
rfnd_EH25011810593,refund,403000,INR,pay_EH25011200121,1737210060,,rcpt_11200121,processed,normal,normal,UTR25011800010593,,
rfnd_EH25020210608,refund,71000,INR,pay_EH25012800136,1738505040,,rcpt_12800136,processed,normal,normal,UTR25020200010608,,
rfnd_EH25012510611,refund,124000,INR,pay_EH25012100139,1737815700,,rcpt_12100139,processed,normal,normal,UTR25012500010611,,
rfnd_EH25012810620,refund,94000,INR,pay_EH25012400148,1738074420,,rcpt_12400148,processed,normal,normal,UTR25012800010620,,
rfnd_EH25020810623,refund,408000,INR,pay_EH25012700151,1739025480,,rcpt_12700151,processed,normal,normal,UTR25020800010623,,
rfnd_EH25020410628,refund,289000,INR,pay_EH25012300156,1738677840,,rcpt_12300156,processed,normal,normal,UTR25020400010628,,
rfnd_EH25011210635,refund,95000,INR,pay_EH25010800163,1736691660,,rcpt_10800163,processed,normal,normal,UTR25011200010635,,
rfnd_EH25012110636,refund,1093000,INR,pay_EH25010900164,1737468120,,rcpt_10900164,processed,normal,normal,UTR25012100010636,,
rfnd_EH25013010642,refund,1250000,INR,pay_EH25012800170,1738249140,,rcpt_12800170,processed,normal,normal,UTR25013000010642,,
rfnd_EH25012010645,refund,183000,INR,pay_EH25011200173,1737382800,,rcpt_11200173,processed,normal,normal,UTR25012000010645,,
rfnd_EH25011010660,refund,54000,INR,pay_EH25010700188,1736519640,,rcpt_10700188,processed,normal,normal,UTR25011000010660,,
rfnd_EH25010910676,refund,238000,INR,pay_EH25010500205,1736431740,,rcpt_10500205,processed,normal,normal,UTR25010900010676,,
rfnd_EH25011710681,refund,345000,INR,pay_EH25011600210,1737122520,,rcpt_11600210,processed,normal,normal,UTR25011700010681,,
rfnd_EH25020110728,refund,584000,INR,pay_EH25012300258,1738419960,,rcpt_12300258,processed,normal,normal,UTR25020100010728,,
rfnd_EH25012110745,refund,6353000,INR,pay_EH25011100275,1737469380,,rcpt_11100275,processed,normal,normal,UTR25012100010745,,
rfnd_EH25012910746,refund,517000,INR,pay_EH25012300276,1738159380,,rcpt_12300276,processed,normal,normal,UTR25012900010746,,
rfnd_EH25011410776,refund,443000,INR,pay_EH25011100308,1736864640,,rcpt_11100308,processed,normal,normal,UTR25011400010776,,
rfnd_EH25011810799,refund,296000,INR,pay_EH25011600332,1737210480,,rcpt_11600332,processed,normal,normal,UTR25011800010799,,
rfnd_EH25011610808,refund,413000,INR,pay_EH25010400341,1737038040,,rcpt_10400341,processed,normal,normal,UTR25011600010808,,
rfnd_EH25010510856,refund,82000,INR,pay_EH25010300389,1736086980,,rcpt_10300389,processed,normal,normal,UTR25010500010856,,
rfnd_EH25020210866,refund,203000,INR,pay_EH25012800399,1738506420,,rcpt_12800399,processed,normal,normal,UTR25020200010866,,
rfnd_EH25011010885,refund,171000,INR,pay_EH25010800419,1736519580,,rcpt_10800419,processed,normal,normal,UTR25011000010885,,
rfnd_EH25020210895,refund,2100000,INR,pay_EH25013100429,1738505160,,rcpt_13100429,processed,normal,normal,UTR25020200010895,,
rfnd_EH25013010910,refund,167000,INR,pay_EH25012900444,1738245660,,rcpt_12900444,processed,normal,normal,UTR25013000010910,,
rfnd_EH25020810970,refund,506000,INR,pay_EH25012800504,1739023200,,rcpt_12800504,processed,normal,normal,UTR25020800010970,,
rfnd_EH25020310971,refund,85000,INR,pay_EH25012500505,1738591740,,rcpt_12500505,processed,normal,normal,UTR25020300010971,,
rfnd_EH25012311013,refund,450000,INR,pay_EH25011600547,1737644220,,rcpt_11600547,processed,normal,normal,UTR25012300011013,,
rfnd_EH25012411024,refund,100000,INR,pay_EH25011300558,1737728280,,rcpt_11300558,processed,normal,normal,UTR25012400011024,,
rfnd_EH25011011054,refund,628000,INR,pay_EH25010400588,1736519700,,rcpt_10400588,processed,normal,normal,UTR25011000011054,,
rfnd_EH25012511057,refund,120000,INR,pay_EH25012300591,1737814200,,rcpt_12300591,processed,normal,normal,UTR25012500011057,,
rfnd_EH25010711058,refund,692000,INR,pay_EH25010500592,1736259120,,rcpt_10500592,processed,normal,normal,UTR25010700011058,,
rfnd_EH25011511105,refund,770000,INR,pay_EH25010600639,1736949660,,rcpt_10600639,processed,normal,normal,UTR25011500011105,,
rfnd_EH25011611108,refund,347000,INR,pay_EH25010900642,1737039240,,rcpt_10900642,processed,normal,normal,UTR25011600011108,,
rfnd_EH25010911110,refund,406000,INR,pay_EH25010200644,1736432520,,rcpt_10200644,processed,normal,normal,UTR25010900011110,,
rfnd_EH25011011111,refund,87000,INR,pay_EH25010500645,1736518920,,rcpt_10500645,processed,normal,normal,UTR25011000011111,,
rfnd_EH25012911143,refund,843000,INR,pay_EH25011700677,1738160460,,rcpt_11700677,processed,normal,normal,UTR25012900011143,,
rfnd_EH25012911183,refund,431000,INR,pay_EH25012800717,1738159500,,rcpt_12800717,processed,normal,normal,UTR25012900011183,,
rfnd_EH25012611202,refund,71000,INR,pay_EH25011600736,1737903060,,rcpt_11600736,processed,normal,normal,UTR25012600011202,,
rfnd_EH25012611208,refund,587000,INR,pay_EH25012200742,1737903540,,rcpt_12200742,processed,normal,normal,UTR25012600011208,,
rfnd_EH25020411239,refund,1056000,INR,pay_EH25013100773,1738679280,,rcpt_13100773,processed,normal,normal,UTR25020400011239,,
rfnd_EH25012711268,refund,452000,INR,pay_EH25011800802,1737988200,,rcpt_11800802,processed,normal,normal,UTR25012700011268,,
rfnd_EH25021011274,refund,565000,INR,pay_EH25013000809,1739197500,,rcpt_13000809,processed,normal,normal,UTR25021000011274,,
rfnd_EH25012411279,refund,972000,INR,pay_EH25011600814,1737727560,,rcpt_11600814,processed,normal,normal,UTR25012400011279,,
rfnd_EH25011011281,refund,131000,INR,pay_EH25010800816,1736520900,,rcpt_10800816,processed,normal,normal,UTR25011000011281,,
rfnd_EH25011411311,refund,803000,INR,pay_EH25011200846,1736864040,,rcpt_11200846,processed,normal,normal,UTR25011400011311,,
rfnd_EH25020211313,refund,653000,INR,pay_EH25012300848,1738505460,,rcpt_12300848,processed,normal,normal,UTR25020200011313,,
rfnd_EH25012211324,refund,41000,INR,pay_EH25011300859,1737557460,,rcpt_11300859,processed,normal,normal,UTR25012200011324,,
rfnd_EH25020611328,refund,706000,INR,pay_EH25012900864,1738851300,,rcpt_12900864,processed,normal,normal,UTR25020600011328,,
rfnd_EH25010911342,refund,284000,INR,pay_EH25010400878,1736431560,,rcpt_10400878,processed,normal,normal,UTR25010900011342,,
rfnd_EH25011111356,refund,130000,INR,pay_EH25010900892,1736605680,,rcpt_10900892,processed,normal,normal,UTR25011100011356,,
rfnd_EH25012011357,refund,165000,INR,pay_EH25011000893,1737383280,,rcpt_11000893,processed,normal,normal,UTR25012000011357,,
rfnd_EH25011711382,refund,234000,INR,pay_EH25010900918,1737124500,,rcpt_10900918,processed,normal,normal,UTR25011700011382,,
rfnd_EH25013011385,refund,216000,INR,pay_EH25012200921,1738248480,,rcpt_12200921,processed,normal,normal,UTR25013000011385,,
