id,entity,amount,status,fees,tax,utr,created_at,settlement_date,payment_count,refund_adjustment
setl_EH2411010262,settlement,11036460,processed,241540,0,EH2024110100000262,1730482200,2024-11-01,29,21410.0
setl_EH2411030263,settlement,17869455,processed,327545,0,EH2024110300000263,1730655000,2024-11-03,25,0
setl_EH2411040264,settlement,25141164,processed,460835,0,EH2024110400000264,1730741400,2024-11-04,31,0
setl_EH2411050265,settlement,43189782,processed,795218,0,EH2024110500000265,1730827800,2024-11-05,55,1940.0
setl_EH2411060266,settlement,33736367,processed,631633,0,EH2024110600000266,1730914200,2024-11-06,30,7230.0
setl_EH2411070267,settlement,26013633,processed,478367,0,EH2024110700000267,1731000600,2024-11-07,28,840.0
setl_EH2411080268,settlement,29726292,processed,559708,0,EH2024110800000268,1731087000,2024-11-08,38,8090.0
setl_EH2411100269,settlement,22302161,processed,427839,0,EH2024111000000269,1731259800,2024-11-10,37,10390.0
setl_EH2411110270,settlement,35868000,processed,671000,0,EH2024111100000270,1731346200,2024-11-11,39,7390.0
setl_EH2411120271,settlement,71434611,processed,1309389,0,EH2024111200000271,1731432600,2024-11-12,68,0
setl_EH2411130272,settlement,16185443,processed,297557,0,EH2024111300000272,1731519000,2024-11-13,21,480.0
setl_EH2411140273,settlement,20155095,processed,372905,0,EH2024111400000273,1731605400,2024-11-14,28,1890.0
setl_EH2411150274,settlement,25531021,processed,467979,0,EH2024111500000274,1731691800,2024-11-15,31,0
setl_EH2411170275,settlement,20529240,processed,390760,0,EH2024111700000275,1731864600,2024-11-17,34,7890.0
setl_EH2411180276,settlement,27168423,processed,511577,0,EH2024111800000276,1731951000,2024-11-18,34,7410.0
setl_EH2411190277,settlement,37551646,processed,715354,0,EH2024111900000277,1732037400,2024-11-19,62,14750.0
setl_EH2411200278,settlement,33050602,processed,646398,0,EH2024112000000278,1732123800,2024-11-20,41,22140.0
setl_EH2411210279,settlement,15521915,processed,400085,0,EH2024112100000279,1732210200,2024-11-21,30,63050.0
setl_EH2411220280,settlement,22764903,processed,422097,0,EH2024112200000280,1732296600,2024-11-22,31,2630.0
setl_EH2411240281,settlement,20312268,processed,375732,0,EH2024112400000281,1732469400,2024-11-24,34,1860.0
setl_EH2411250282,settlement,21774870,processed,399130,0,EH2024112500000282,1732555800,2024-11-25,34,0
setl_EH2411260283,settlement,53479523,processed,996477,0,EH2024112600000283,1732642200,2024-11-26,64,8840.0
setl_EH2411270284,settlement,26034003,processed,478997,0,EH2024112700000284,1732728600,2024-11-27,31,980.0
setl_EH2411280285,settlement,15343215,processed,285785,0,EH2024112800000285,1732815000,2024-11-28,23,2480.0
setl_EH2411290286,settlement,28611587,processed,549413,0,EH2024112900000286,1732901400,2024-11-29,40,13620.0
setl_EH2412010287,settlement,19920667,processed,368333,0,EH2024120100000287,1733074200,2024-12-01,25,1740.0
setl_EH2412020288,settlement,13153194,processed,292806,0,EH2024120200000288,1733160600,2024-12-02,22,28210.0
setl_EH2412030289,settlement,62572103,processed,1170897,0,EH2024120300000289,1733247000,2024-12-03,65,13070.0
setl_EH2412040290,settlement,20019987,processed,443013,0,EH2024120400000290,1733333400,2024-12-04,31,41490.0
setl_EH2412050291,settlement,15831829,processed,316170,0,EH2024120500000291,1733419800,2024-12-05,33,14170.0
setl_EH2412060292,settlement,18514006,processed,480994,0,EH2024120600000292,1733506200,2024-12-06,37,77270.0
setl_EH2412080293,settlement,28400631,processed,539369,0,EH2024120800000293,1733679000,2024-12-08,30,10250.0
setl_EH2412090294,settlement,17620566,processed,327434,0,EH2024120900000294,1733765400,2024-12-09,32,2430.0
setl_EH2412100295,settlement,55854418,processed,1025581,0,EH2024121000000295,1733851800,2024-12-10,64,970.0
setl_EH2412110296,settlement,20696959,processed,399041,0,EH2024121100000296,1733938200,2024-12-11,34,10730.0
setl_EH2412120297,settlement,16089329,processed,318670,0,EH2024121200000297,1734024600,2024-12-12,27,12960.0
setl_EH2412130298,settlement,29618103,processed,542896,0,EH2024121300000298,1734111000,2024-12-13,33,0
setl_EH2412150299,settlement,25718314,processed,484685,0,EH2024121500000299,1734283800,2024-12-15,35,7240.0
setl_EH2412160300,settlement,39422897,processed,738103,0,EH2024121600000300,1734370200,2024-12-16,43,8450.0
setl_EH2412170301,settlement,57606029,processed,1204971,0,EH2024121700000301,1734456600,2024-12-17,79,81320.0
setl_EH2412180302,settlement,26143821,processed,486179,0,EH2024121800000302,1734543000,2024-12-18,32,3800.0
setl_EH2412190303,settlement,16314779,processed,309221,0,EH2024121900000303,1734629400,2024-12-19,34,5550.0
setl_EH2412200304,settlement,26999387,processed,502613,0,EH2024122000000304,1734715800,2024-12-20,39,4210.0
setl_EH2412220305,settlement,18737006,processed,347994,0,EH2024122200000305,1734888600,2024-12-22,32,2480.0
setl_EH2412230306,settlement,31573988,processed,591012,0,EH2024122300000306,1734975000,2024-12-23,36,6690.0
setl_EH2412240307,settlement,51001091,processed,942909,0,EH2024122400000307,1735061400,2024-12-24,68,4400.0
setl_EH2412250308,settlement,19052920,processed,386080,0,EH2024122500000308,1735147800,2024-12-25,29,20100.0
setl_EH2412260309,settlement,31594336,processed,587664,0,EH2024122600000309,1735234200,2024-12-26,34,4660.0
setl_EH2412270310,settlement,21906866,processed,411134,0,EH2024122700000310,1735320600,2024-12-27,38,5230.0
setl_EH2412290311,settlement,29921600,processed,552400,0,EH2024122900000311,1735493400,2024-12-29,35,2150.0
setl_EH2412300312,settlement,33158226,processed,648774,0,EH2024123000000312,1735579800,2024-12-30,40,22360.0
setl_EH2412310313,settlement,53350290,processed,1016710,0,EH2024123100000313,1735666200,2024-12-31,60,21170.0
setl_EH2501010314,settlement,21475401,processed,406599,0,EH2025010100000314,1735752600,2025-01-01,36,7070.0
setl_EH2501020315,settlement,33012109,processed,611890,0,EH2025010200000315,1735839000,2025-01-02,30,3700.0
setl_EH2501030316,settlement,12378635,processed,246365,0,EH2025010300000316,1735925400,2025-01-03,24,10620.0
setl_EH2501050317,settlement,10231439,processed,201561,0,EH2025010500000317,1736098200,2025-01-05,20,7650.0
setl_EH2501060318,settlement,25816845,processed,488155,0,EH2025010600000318,1736184600,2025-01-06,41,8150.0
setl_EH2501070319,settlement,32421455,processed,631545,0,EH2025010700000319,1736271000,2025-01-07,53,20330.0
setl_EH2501080320,settlement,13704535,processed,254464,0,EH2025010800000320,1736357400,2025-01-08,28,1780.0
setl_EH2501090321,settlement,23560136,processed,448864,0,EH2025010900000321,1736443800,2025-01-09,40,9280.0
setl_EH2501100322,settlement,40280040,processed,757960,0,EH2025011000000322,1736530200,2025-01-10,40,10710.0
setl_EH2501120323,settlement,23351236,processed,429764,0,EH2025011200000323,1736703000,2025-01-12,32,950.0
setl_EH2501130324,settlement,29011230,processed,531770,0,EH2025011300000324,1736789400,2025-01-13,30,0
setl_EH2501140325,settlement,61339809,processed,1147191,0,EH2025011400000325,1736875800,2025-01-14,60,12460.0
setl_EH2501150326,settlement,21109720,processed,431280,0,EH2025011500000326,1736962200,2025-01-15,30,24190.0
setl_EH2501160327,settlement,21984028,processed,439972,0,EH2025011600000327,1737048600,2025-01-16,28,20190.0
setl_EH2501170328,settlement,33399184,processed,622815,0,EH2025011700000328,1737135000,2025-01-17,47,5790.0
setl_EH2501190329,settlement,26143788,processed,479212,0,EH2025011900000329,1737307800,2025-01-19,30,0
setl_EH2501200330,settlement,44621708,processed,824292,0,EH2025012000000330,1737394200,2025-01-20,30,3480.0
setl_EH2501210331,settlement,19229049,processed,488951,0,EH2025012100000331,1737480600,2025-01-21,47,74460.0
setl_EH2501220332,settlement,18006112,processed,361888,0,EH2025012200000332,1737567000,2025-01-22,34,17370.0
setl_EH2501230333,settlement,22783140,processed,425860,0,EH2025012300000333,1737653400,2025-01-23,34,4500.0
setl_EH2501240334,settlement,19274059,processed,372941,0,EH2025012400000334,1737739800,2025-01-24,33,10720.0
setl_EH2501260335,settlement,19935526,processed,377474,0,EH2025012600000335,1737912600,2025-01-26,33,6580.0
setl_EH2501270336,settlement,24322880,processed,454120,0,EH2025012700000336,1737999000,2025-01-27,23,4520.0
setl_EH2501280337,settlement,31424277,processed,577723,0,EH2025012800000337,1738085400,2025-01-28,49,940.0
setl_EH2501290338,settlement,22641162,processed,447838,0,EH2025012900000338,1738171800,2025-01-29,41,17910.0
setl_EH2501300339,settlement,21044863,processed,418137,0,EH2025013000000339,1738258200,2025-01-30,24,17670.0
setl_EH2501310340,settlement,19472080,processed,356920,0,EH2025013100000340,1738344600,2025-01-31,25,0
setl_EH2502020341,settlement,34494240,processed,687760,0,EH2025020200000341,1738517400,2025-02-02,32,30270.0
setl_EH2502030342,settlement,19239722,processed,359278,0,EH2025020300000342,1738603800,2025-02-03,34,3610.0
setl_EH2502040343,settlement,44614565,processed,842435,0,EH2025020400000343,1738690200,2025-02-04,64,13450.0
setl_EH2502050344,settlement,33926138,processed,621862,0,EH2025020500000344,1738776600,2025-02-05,42,0
setl_EH2502060345,settlement,18458293,processed,372707,0,EH2025020600000345,1738863000,2025-02-06,36,18750.0
setl_EH2502070346,settlement,14967151,processed,275848,0,EH2025020700000346,1738949400,2025-02-07,28,820.0
setl_EH2502090347,settlement,11826237,processed,244763,0,EH2025020900000347,1739122200,2025-02-09,24,15270.0
setl_EH2502100348,settlement,26054076,processed,487924,0,EH2025021000000348,1739208600,2025-02-10,39,5650.0
setl_EH2502110349,settlement,42959556,processed,787444,0,EH2025021100000349,1739295000,2025-02-11,55,0
setl_EH2502120350,settlement,20759883,processed,422117,0,EH2025021200000350,1739381400,2025-02-12,27,22690.0
setl_EH2502130351,settlement,21634188,processed,399812,0,EH2025021300000351,1739467800,2025-02-13,30,1780.0
setl_EH2502140352,settlement,22943619,processed,446381,0,EH2025021400000352,1739554200,2025-02-14,37,14090.0
setl_EH2502160353,settlement,27672531,processed,509469,0,EH2025021600000353,1739727000,2025-02-16,34,1220.0
setl_EH2502170354,settlement,33188792,processed,618208,0,EH2025021700000354,1739813400,2025-02-17,38,5380.0
setl_EH2502180355,settlement,53181065,processed,979935,0,EH2025021800000355,1739899800,2025-02-18,58,2800.0
setl_EH2502190356,settlement,20093686,processed,368314,0,EH2025021900000356,1739986200,2025-02-19,28,0
setl_EH2502200357,settlement,14787746,processed,302254,0,EH2025022000000357,1740072600,2025-02-20,24,17020.0
setl_EH2502210358,settlement,17721483,processed,335517,0,EH2025022100000358,1740159000,2025-02-21,32,5830.0
setl_EH2502230359,settlement,26643646,processed,517354,0,EH2025022300000359,1740331800,2025-02-23,38,15810.0
setl_EH2502240360,settlement,28954984,processed,567015,0,EH2025022400000360,1740418200,2025-02-24,33,19790.0
setl_EH2502250361,settlement,47038009,processed,865991,0,EH2025022500000361,1740504600,2025-02-25,70,2070.0
setl_EH2502260362,settlement,26455501,processed,517499,0,EH2025022600000362,1740591000,2025-02-26,38,17770.0
setl_EH2502270363,settlement,25025943,processed,491057,0,EH2025022700000363,1740677400,2025-02-27,36,17640.0
setl_EH2502280364,settlement,35577057,processed,672943,0,EH2025022800000364,1740763800,2025-02-28,39,11360.0
setl_EH2503020365,settlement,26804250,processed,499750,0,EH2025030200000365,1740936600,2025-03-02,37,4600.0
setl_EH2503030366,settlement,23273783,processed,439217,0,EH2025030300000366,1741023000,2025-03-03,28,6880.0
setl_EH2503040367,settlement,58801298,processed,1105702,0,EH2025030400000367,1741109400,2025-03-04,86,15210.0
setl_EH2503050368,settlement,26051529,processed,480471,0,EH2025030500000368,1741195800,2025-03-05,33,1610.0
setl_EH2503060369,settlement,13455760,processed,255239,0,EH2025030600000369,1741282200,2025-03-06,26,4690.0
setl_EH2503070370,settlement,37245361,processed,708639,0,EH2025030700000370,1741368600,2025-03-07,39,14150.0
setl_EH2503090371,settlement,18392380,processed,361620,0,EH2025030900000371,1741541400,2025-03-09,25,13360.0
setl_EH2503100372,settlement,23790462,processed,479538,0,EH2025031000000372,1741627800,2025-03-10,27,23710.0
setl_EH2503110373,settlement,59646955,processed,1113045,0,EH2025031100000373,1741714200,2025-03-11,71,10760.0
setl_EH2503120374,settlement,34818427,processed,657573,0,EH2025031200000374,1741800600,2025-03-12,38,10560.0
setl_EH2503130375,settlement,24028333,processed,464667,0,EH2025031300000375,1741887000,2025-03-13,33,13220.0
setl_EH2503140376,settlement,24968334,processed,457666,0,EH2025031400000376,1741973400,2025-03-14,34,0
setl_EH2503160377,settlement,12413029,processed,315971,0,EH2025031600000377,1742146200,2025-03-16,28,48250.0
setl_EH2503170378,settlement,28080851,processed,516149,0,EH2025031700000378,1742232600,2025-03-17,34,780.0
setl_EH2503180379,settlement,53117364,processed,973636,0,EH2025031800000379,1742319000,2025-03-18,64,0
setl_EH2503190380,settlement,23435792,processed,431208,0,EH2025031900000380,1742405400,2025-03-19,28,890.0
setl_EH2503200381,settlement,17853156,processed,342844,0,EH2025032000000381,1742491800,2025-03-20,34,8510.0
setl_EH2503210382,settlement,26804083,processed,511917,0,EH2025032100000382,1742578200,2025-03-21,37,11240.0
setl_EH2503230383,settlement,27718156,processed,513844,0,EH2025032300000383,1742751000,2025-03-23,35,3150.0
setl_EH2503240384,settlement,19199887,processed,354113,0,EH2025032400000384,1742837400,2025-03-24,32,1190.0
setl_EH2503250385,settlement,30315008,processed,635992,0,EH2025032500000385,1742923800,2025-03-25,59,43820.0
setl_EH2503260386,settlement,19239731,processed,358269,0,EH2025032600000386,1743010200,2025-03-26,30,3060.0
setl_EH2503270387,settlement,24220501,processed,445499,0,EH2025032700000387,1743096600,2025-03-27,38,840.0
setl_EH2503280388,settlement,28494139,processed,522860,0,EH2025032800000388,1743183000,2025-03-28,36,310.0
setl_EH2503300389,settlement,17969619,processed,329381,0,EH2025033000000389,1743355800,2025-03-30,23,0
setl_EH2503310390,settlement,14665976,processed,289023,0,EH2025033100000390,1743442200,2025-03-31,25,11020.0
setl_EH2504010391,settlement,40163209,processed,738791,0,EH2025040100000391,1743528600,2025-04-01,58,1420.0
setl_EH2504020392,settlement,16498851,processed,318149,0,EH2025040200000392,1743615000,2025-04-02,29,8580.0
setl_EH2504030393,settlement,24724572,processed,479428,0,EH2025040300000393,1743701400,2025-04-03,34,14310.0
setl_EH2504040394,settlement,23125474,processed,435526,0,EH2025040400000394,1743787800,2025-04-04,34,6350.0
setl_EH2504060395,settlement,24081333,processed,493667,0,EH2025040600000395,1743960600,2025-04-06,37,28510.0
setl_EH2504070396,settlement,13995629,processed,269370,0,EH2025040700000396,1744047000,2025-04-07,27,7000.0
setl_EH2504080397,settlement,47272061,processed,867939,0,EH2025040800000397,1744133400,2025-04-08,61,790.0
setl_EH2504090398,settlement,40328072,processed,762928,0,EH2025040900000398,1744219800,2025-04-09,41,12940.0
setl_EH2504100399,settlement,22970037,processed,467963,0,EH2025041000000399,1744306200,2025-04-10,34,25600.0
setl_EH2504110400,settlement,20220362,processed,370638,0,EH2025041100000400,1744392600,2025-04-11,29,0
setl_EH2504130401,settlement,20760050,processed,389950,0,EH2025041300000401,1744565400,2025-04-13,34,5140.0
setl_EH2504140402,settlement,19660623,processed,369377,0,EH2025041400000402,1744651800,2025-04-14,31,4910.0
setl_EH2504150403,settlement,52366305,processed,967695,0,EH2025041500000403,1744738200,2025-04-15,71,4270.0
setl_EH2504160404,settlement,36696589,processed,695411,0,EH2025041600000404,1744824600,2025-04-16,40,12420.0
setl_EH2504170405,settlement,30954962,processed,577038,0,EH2025041700000405,1744911000,2025-04-17,42,5260.0
setl_EH2504180406,settlement,11820692,processed,383308,0,EH2025041800000406,1744997400,2025-04-18,31,90910.0
setl_EH2504200407,settlement,13355691,processed,419309,0,EH2025042000000407,1745170200,2025-04-20,32,95200.0
setl_EH2504210408,settlement,32459030,processed,594970,0,EH2025042100000408,1745256600,2025-04-21,36,0
setl_EH2504220409,settlement,34169677,processed,626323,0,EH2025042200000409,1745343000,2025-04-22,63,0
setl_EH2504230410,settlement,40399545,processed,764455,0,EH2025042300000410,1745429400,2025-04-23,45,13060.0
setl_EH2504240411,settlement,14319382,processed,282617,0,EH2025042400000411,1745515800,2025-04-24,28,10990.0
setl_EH2504250412,settlement,16237976,processed,300024,0,EH2025042500000412,1745602200,2025-04-25,24,1300.0
setl_EH2504270413,settlement,23559365,processed,453635,0,EH2025042700000413,1745775000,2025-04-27,36,11890.0
setl_EH2504280414,settlement,22433795,processed,411205,0,EH2025042800000414,1745861400,2025-04-28,33,0
setl_EH2504290415,settlement,43300245,processed,808755,0,EH2025042900000415,1745947800,2025-04-29,69,8220.0
setl_EH2504300416,settlement,28976363,processed,548637,0,EH2025043000000416,1746034200,2025-04-30,35,9550.0
setl_EH2505010417,settlement,31216417,processed,577583,0,EH2025050100000417,1746120600,2025-05-01,42,2940.0
setl_EH2505020418,settlement,35811724,processed,678276,0,EH2025050200000418,1746207000,2025-05-02,40,11920.0
setl_EH2505040419,settlement,16574507,processed,307492,0,EH2025050400000419,1746379800,2025-05-04,30,2010.0
setl_EH2505050420,settlement,21491005,processed,399995,0,EH2025050500000420,1746466200,2025-05-05,26,3310.0
setl_EH2505060421,settlement,41578126,processed,778874,0,EH2025050600000421,1746552600,2025-05-06,61,9140.0
setl_EH2505070422,settlement,24149558,processed,445442,0,EH2025050700000422,1746639000,2025-05-07,29,1520.0
setl_EH2505080423,settlement,20713713,processed,387287,0,EH2025050800000423,1746725400,2025-05-08,34,4150.0
setl_EH2505090424,settlement,21082230,processed,398770,0,EH2025050900000424,1746811800,2025-05-09,30,6730.0
setl_EH2505110425,settlement,20372573,processed,373427,0,EH2025051100000425,1746984600,2025-05-11,36,0
setl_EH2505120426,settlement,28655746,processed,552254,0,EH2025051200000426,1747071000,2025-05-12,43,14730.0
setl_EH2505130427,settlement,47172260,processed,871740,0,EH2025051300000427,1747157400,2025-05-13,65,3860.0
setl_EH2505140428,settlement,29977331,processed,561669,0,EH2025051400000428,1747243800,2025-05-14,33,6650.0
setl_EH2505150429,settlement,14876822,processed,290178,0,EH2025051500000429,1747330200,2025-05-15,24,9540.0
setl_EH2505160430,settlement,25952689,processed,487310,0,EH2025051600000430,1747416600,2025-05-16,45,6330.0
setl_EH2505180431,settlement,20846179,processed,400821,0,EH2025051800000431,1747589400,2025-05-18,34,10210.0
setl_EH2505190432,settlement,26780957,processed,503043,0,EH2025051900000432,1747675800,2025-05-19,38,6630.0
setl_EH2505200433,settlement,44205066,processed,810934,0,EH2025052000000433,1747762200,2025-05-20,61,360.0
setl_EH2505210434,settlement,36913592,processed,679408,0,EH2025052100000434,1747848600,2025-05-21,36,1520.0
setl_EH2505220435,settlement,19718005,processed,363995,0,EH2025052200000435,1747935000,2025-05-22,27,1400.0
setl_EH2505230436,settlement,20288885,processed,388115,0,EH2025052300000436,1748021400,2025-05-23,39,8850.0
setl_EH2505250437,settlement,9852118,processed,214882,0,EH2025052500000437,1748194200,2025-05-25,21,18710.0
setl_EH2505260438,settlement,23815464,processed,436535,0,EH2025052600000438,1748280600,2025-05-26,29,0
setl_EH2505270439,settlement,52215724,processed,982276,0,EH2025052700000439,1748367000,2025-05-27,70,13730.0
setl_EH2505280440,settlement,36285666,processed,672334,0,EH2025052800000440,1748453400,2025-05-28,32,3940.0
setl_EH2505290441,settlement,14292859,processed,263141,0,EH2025052900000441,1748539800,2025-05-29,24,630.0
setl_EH2505300442,settlement,26715692,processed,509308,0,EH2025053000000442,1748626200,2025-05-30,33,10700.0
setl_EH2506010443,settlement,11064422,processed,203578,0,EH2025060100000443,1748799000,2025-06-01,23,420.0
setl_EH2506020444,settlement,29039196,processed,564804,0,EH2025060200000444,1748885400,2025-06-02,33,17740.0
setl_EH2506030445,settlement,62966823,processed,1154177,0,EH2025060300000445,1748971800,2025-06-03,65,0
setl_EH2506040446,settlement,21255812,processed,431188,0,EH2025060400000446,1749058200,2025-06-04,33,22680.0
setl_EH2506050447,settlement,18693356,processed,342644,0,EH2025060500000447,1749144600,2025-06-05,30,0
setl_EH2506060448,settlement,22036547,processed,417453,0,EH2025060600000448,1749231000,2025-06-06,35,7380.0
setl_EH2506080449,settlement,12346854,processed,349146,0,EH2025060800000449,1749403800,2025-06-08,25,67010.0
setl_EH2506090450,settlement,13308698,processed,389302,0,EH2025060900000450,1749490200,2025-06-09,34,79300.0
setl_EH2506100451,settlement,41593295,processed,777705,0,EH2025061000000451,1749576600,2025-06-10,68,8350.0
setl_EH2506110452,settlement,23177217,processed,431783,0,EH2025061100000452,1749663000,2025-06-11,30,3790.0
setl_EH2506120453,settlement,28940007,processed,534993,0,EH2025061200000453,1749749400,2025-06-12,34,2470.0
setl_EH2506130454,settlement,15604087,processed,319913,0,EH2025061300000454,1749835800,2025-06-13,36,18490.0
setl_EH2506150455,settlement,20847851,processed,397149,0,EH2025061500000455,1750008600,2025-06-15,37,8190.0
setl_EH2506160456,settlement,17189528,processed,343472,0,EH2025061600000456,1750095000,2025-06-16,27,15490.0
setl_EH2506170457,settlement,46487947,processed,860053,0,EH2025061700000457,1750181400,2025-06-17,67,4330.0
setl_EH2506180458,settlement,31767967,processed,587033,0,EH2025061800000458,1750267800,2025-06-18,34,2580.0
setl_EH2506190459,settlement,22989431,processed,429568,0,EH2025061900000459,1750354200,2025-06-19,28,4460.0
setl_EH2506200460,settlement,17816637,processed,347363,0,EH2025062000000460,1750440600,2025-06-20,30,11340.0
setl_EH2506220461,settlement,16281063,processed,304937,0,EH2025062200000461,1750613400,2025-06-22,26,3550.0
setl_EH2506230462,settlement,15406979,processed,293021,0,EH2025062300000462,1750699800,2025-06-23,31,5790.0
setl_EH2506240463,settlement,52492709,processed,966291,0,EH2025062400000463,1750786200,2025-06-24,72,2240.0
setl_EH2506250464,settlement,13186573,processed,265427,0,EH2025062500000464,1750872600,2025-06-25,23,12940.0
setl_EH2506260465,settlement,13716022,processed,426978,0,EH2025062600000465,1750959000,2025-06-26,34,95780.0
setl_EH2506270466,settlement,32921027,processed,635973,0,EH2025062700000466,1751045400,2025-06-27,37,17750.0
setl_EH2506290467,settlement,41396303,processed,760697,0,EH2025062900000467,1751218200,2025-06-29,39,1040.0
setl_EH2506300468,settlement,50188351,processed,923649,0,EH2025063000000468,1751304600,2025-06-30,40,2020.0
setl_EH2507010469,settlement,38634603,processed,732397,0,EH2025070100000469,1751391000,2025-07-01,67,13220.0
setl_EH2507020470,settlement,34805213,processed,639787,0,EH2025070200000470,1751477400,2025-07-02,39,990.0
setl_EH2507030471,settlement,25038899,processed,488101,0,EH2025070300000471,1751563800,2025-07-03,32,15900.0
setl_EH2507040472,settlement,16776776,processed,359223,0,EH2025070400000472,1751650200,2025-07-04,35,28210.0
setl_EH2507060473,settlement,38795764,processed,716236,0,EH2025070600000473,1751823000,2025-07-06,38,2790.0
setl_EH2507070474,settlement,15803326,processed,289673,0,EH2025070700000474,1751909400,2025-07-07,26,0
setl_EH2507080475,settlement,42859571,processed,794429,0,EH2025070800000475,1751995800,2025-07-08,63,4810.0
setl_EH2507090476,settlement,28632551,processed,531449,0,EH2025070900000476,1752082200,2025-07-09,39,3610.0
setl_EH2507100477,settlement,16645595,processed,314405,0,EH2025071000000477,1752168600,2025-07-10,28,5070.0
setl_EH2507110478,settlement,34456457,processed,662543,0,EH2025071100000478,1752255000,2025-07-11,36,16890.0
setl_EH2507130479,settlement,29931013,processed,585987,0,EH2025071300000479,1752427800,2025-07-13,36,20380.0
setl_EH2507140480,settlement,33780227,processed,639773,0,EH2025071400000480,1752514200,2025-07-14,38,11230.0
setl_EH2507150481,settlement,43688846,processed,843154,0,EH2025071500000481,1752600600,2025-07-15,58,23100.0
setl_EH2507160482,settlement,40125332,processed,743668,0,EH2025071600000482,1752687000,2025-07-16,39,4460.0
setl_EH2507170483,settlement,39510894,processed,736106,0,EH2025071700000483,1752773400,2025-07-17,40,6480.0
setl_EH2507180484,settlement,21341928,processed,394072,0,EH2025071800000484,1752859800,2025-07-18,33,1570.0
setl_EH2507200485,settlement,40256238,processed,741762,0,EH2025072000000485,1753032600,2025-07-20,44,2110.0
setl_EH2507210486,settlement,16247617,processed,298383,0,EH2025072100000486,1753119000,2025-07-21,30,310.0
setl_EH2507220487,settlement,41932366,processed,775634,0,EH2025072200000487,1753205400,2025-07-22,64,3830.0
setl_EH2507230488,settlement,23468493,processed,446507,0,EH2025072300000488,1753291800,2025-07-23,34,8910.0
setl_EH2507240489,settlement,24699026,processed,453974,0,EH2025072400000489,1753378200,2025-07-24,32,680.0
setl_EH2507250490,settlement,33203703,processed,636296,0,EH2025072500000490,1753464600,2025-07-25,45,15100.0
setl_EH2507270491,settlement,32082925,processed,588075,0,EH2025072700000491,1753637400,2025-07-27,36,0
setl_EH2507280492,settlement,21720433,processed,404567,0,EH2025072800000492,1753723800,2025-07-28,34,3510.0
setl_EH2507290493,settlement,52517342,processed,983658,0,EH2025072900000493,1753810200,2025-07-29,72,11470.0
setl_EH2507300494,settlement,23030129,processed,442871,0,EH2025073000000494,1753896600,2025-07-30,27,11310.0
setl_EH2507310495,settlement,14324312,processed,273688,0,EH2025073100000495,1753983000,2025-07-31,30,6070.0
setl_EH2508010496,settlement,25482212,processed,470788,0,EH2025080100000496,1754069400,2025-08-01,30,2020.0
setl_EH2508030497,settlement,29567601,processed,550399,0,EH2025080300000497,1754242200,2025-08-03,35,4600.0
setl_EH2508040498,settlement,25165510,processed,480489,0,EH2025080400000498,1754328600,2025-08-04,34,10480.0
setl_EH2508050499,settlement,50636842,processed,970158,0,EH2025080500000499,1754415000,2025-08-05,64,22910.0
setl_EH2508060500,settlement,23056706,processed,424293,0,EH2025080600000500,1754501400,2025-08-06,32,910.0
setl_EH2508070501,settlement,21607402,processed,399598,0,EH2025080700000501,1754587800,2025-08-07,37,1930.0
setl_EH2508080502,settlement,23351083,processed,450917,0,EH2025080800000502,1754674200,2025-08-08,37,12490.0
setl_EH2508100503,settlement,34489614,processed,638386,0,EH2025081000000503,1754847000,2025-08-10,37,3380.0
setl_EH2508110504,settlement,22408388,processed,423612,0,EH2025081100000504,1754933400,2025-08-11,37,7020.0
setl_EH2508120505,settlement,47171697,processed,889303,0,EH2025081200000505,1755019800,2025-08-12,68,13450.0
setl_EH2508130506,settlement,12501626,processed,283374,0,EH2025081300000506,1755106200,2025-08-13,26,29580.0
setl_EH2508140507,settlement,16558548,processed,345452,0,EH2025081400000507,1755192600,2025-08-14,32,22880.0
setl_EH2508150508,settlement,26965721,processed,494278,0,EH2025081500000508,1755279000,2025-08-15,32,0
setl_EH2508170509,settlement,27104134,processed,520866,0,EH2025081700000509,1755451800,2025-08-17,41,13120.0
setl_EH2508180510,settlement,24633470,processed,451530,0,EH2025081800000510,1755538200,2025-08-18,28,0
setl_EH2508190511,settlement,30628812,processed,564188,0,EH2025081900000511,1755624600,2025-08-19,55,1510.0
setl_EH2508200512,settlement,22145042,processed,410958,0,EH2025082000000512,1755711000,2025-08-20,32,2750.0
setl_EH2508210513,settlement,26024087,processed,497913,0,EH2025082100000513,1755797400,2025-08-21,37,11400.0
setl_EH2508220514,settlement,23540627,processed,445373,0,EH2025082200000514,1755883800,2025-08-22,33,7570.0
setl_EH2508240515,settlement,22778809,processed,420191,0,EH2025082400000515,1756056600,2025-08-24,28,1450.0
setl_EH2508250516,settlement,18826583,processed,354417,0,EH2025082500000516,1756143000,2025-08-25,27,5090.0
setl_EH2508260517,settlement,43263382,processed,793618,0,EH2025082600000517,1756229400,2025-08-26,64,330.0
setl_EH2508270518,settlement,26508299,processed,502701,0,EH2025082700000518,1756315800,2025-08-27,39,9170.0
setl_EH2508280519,settlement,19586674,processed,365326,0,EH2025082800000519,1756402200,2025-08-28,28,3440.0
setl_EH2508290520,settlement,34113420,processed,633580,0,EH2025082900000520,1756488600,2025-08-29,37,4520.0
setl_EH2508310521,settlement,15245567,processed,304433,0,EH2025083100000521,1756661400,2025-08-31,28,13630.0
